会社名,住所,電話番号
菜々味,大阪府堺市堺区 南瓦町1-11 プラネッタビル 1F,072-228-3660
Cafe ここいま,大阪府堺市堺区 香ヶ丘町1-7-8,072-220-5458
SAKABAR あおいや 大浜店,大阪府堺市堺区 大浜中町3-10-3,072-221-5005
中華ダイニング 蓮華,大阪府堺市堺区 住吉橋町1-7-18,072-283-9549
パルネット ベルマージュ堺店,大阪府堺市堺区 田出井町1 ベルマージュ堺 2F,072-226-7670
鉄板ちゃんこ暖,大阪府堺市堺区 向陵中町4-7-12 1F,072-260-4433
なかま家,大阪府堺市堺区 昭和通3丁43-1,072-249-3998
自鶏焼 とりきち,大阪府堺市堺区 南花田口町1-3-3,072-204-7777
PISOLA 堺旭ヶ丘店,大阪府堺市堺区 旭ヶ丘中町1丁1-1,072-242-4600
IZAKA家 みっちゃん,大阪府堺市堺区竜神橋町1-7-1 ショップ南海堺,072-222-6456
黒毛和牛×イタリアン サロン・ド・リアン〜絆〜,大阪府堺市堺区新町5-16 堺東アサヒビル2F,072-245-9499
丸亀製麺 コーナン堺店,大阪府堺市堺区石津北町90-3 コーナン堺1F,072-245-8880
KICHIRI 堺東駅前店,大阪府堺市堺区中瓦町2-2-5 イガクニビル1Ｆ,072-232-2228
Night Club 天神,大阪府堺市堺区櫛屋町東2-1-19 2F,072-200-2205
ゴードンズカフェバー,大阪府堺市堺区一条通19-27 大成レジャービル3F,072-275-9505
焼肉と韓国料理のお店 KAL ‐カル‐ 南海本線 堺駅南口店,大阪府堺市堺区栄橋町1-10-1 ショップ南海堺,072-228-2229
ＳＵＭＩＢＩＹＡＫＩＴＯＲＩ ｆｉ－ｎｅ,大阪府堺市堺区向陵中町5-3-19 ラポール向陵,072-250-5229
Bar Polis,大阪府堺市堺区 向陵中町2-3-13 ハイキャッスルビル2F,072-240-9191
大翔 2号店,大阪府堺市堺区 竜神橋町1-6-7 1F-1,072-232-4767
フレーズ（Phrase）,大阪府堺市堺区 北瓦町2-3-23 ダイイチエキマエビルB1,072-229-0243
天下一品 堺東店,大阪府堺市堺区 北瓦町2-1-16 ヤマトビル1F,0722-27-2680
花鳥風月,大阪府堺市堺区 中瓦町2-3-5 堺東商店街,072-228-8100
茶房 小島屋,大阪府堺市堺区 宿院町東1-1-23 2F,072-232-0313
Dort,大阪府堺市堺区 北瓦町1-4-22 グランドプラザビル2F,072-238-2929
DEARCUP,大阪府堺市堺区 栄橋町1-8-3 サザンクレスト堺,072-238-3741
Fuzz bar ワイルドハニー,大阪府堺市堺区 向陵中町4-4-32 チボリビル1F,072-355-2051
中原,大阪府堺市堺区 戎島町2-30 ターミナルマンション1F,072-282-7766
ハッピーバースデイ,大阪府堺市堺区 中瓦町2-1-9 アークビル2F,072-223-9090
アネッロ,大阪府堺市堺区 今池町3-3-16 浅香山病院内,072-222-1530
みくり,大阪府堺市堺区 竜神橋町1-6-10 フェニックス堺101,072-229-5423
DIXIE CHICKEN,大阪府堺市堺区 向陵中町2-2-13 ハイキャッスルビル1F,072-251-7195
居酒屋ダイニング SABO,大阪府堺市堺区 向陵中町2-3-13 ハイキャッスルビル1F,072-249-3139
頂屋,大阪府堺市堺区 北瓦町2-3-6 堺東北条ビル,072-275-5078
武蔵,大阪府堺市堺区 翁橋町1-4-18 ロイヤルパレスビル1F,072-229-6341
利休蔵 そらや,大阪府堺市堺区 中三国ヶ丘町1丁1-51,072-248-6748
アンソレイユ ル シエル,大阪府堺市堺区栄橋町1-5-2 YSビル1F,072-238-2839
サイゼリヤ ベルマージュ堺店,大阪府堺市堺区田出井町1-1-400 ベルマージュ堺4F,072-226-4581
餃子の王将 三国ヶ丘駅前店,大阪府堺市堺区向陵中町2-4-13 栄光プラザビル1F,072-258-7388
千房 堺高島屋支店,大阪府堺市堺区三国ヶ丘御幸通59 堺高島屋B1,050-1725-9466
南海グリル 堺駅店,大阪府堺市堺区戎島町3-22-1 プラットプラット1F,072-222-0125
備長炭焼鳥 和鶏屋 堺東店,大阪府堺市堺区北瓦町2-2-9 南栄ビル1F,072-340-2416
trattoria Rana Luna,大阪府堺市堺区向陵中町4-3-16 コーポ愛1F,072-253-8389
黒毛和牛と海鮮 個室 堺東 鍛冶二丁,大阪府堺市堺区中瓦町2-3-29 瓦町ウエノビル6F,072-229-5501
ふぐ清 はなれ,大阪府堺市堺区三国ヶ丘御幸通6 乾ビル1F,072-245-9814
たろやん 本店,大阪府堺市堺区新町1-7 サカイ東ビル1F,072-222-7509
深夜焼肉 わじま （wajima）,大阪府堺市堺区向陵西町4-11-7 阪井ビル1F,072-275-8814
とんかつKYK 高島屋堺店,大阪府堺市堺区三国ヶ丘御幸通59 堺タカシマヤB1,072-232-0558
居酒屋 義経 南海本線 堺駅南口店 喫煙可能,大阪府堺市堺区栄橋町1-10-1 ショップ南海堺内,072-221-3633
しゃぶ扇 堺東店,大阪府堺市堺区三国ヶ丘御幸通59 堺タカシマヤB1,072-221-4129
フランス田舎料理の店 ビストロ ベズ,大阪府堺市堺区 北瓦町2-3-5 田中ビル2F,072-226-2722
鮨座 醤の,大阪府堺市堺区 五月町8-12 大商ビルII  1F,072-224-8521
Bar Largo,大阪府堺市堺区 中瓦町1-3-6 ENSHOビル2F,072-228-6140
カフェテリア 古都,大阪府堺市堺区 栄橋町1-10-1 ショップ南海 堺内,072-232-6865
Gillie’s BAR,大阪府堺市堺区 向陵西町4-5-17 フレンドビラ三国ヶ丘 1F,072-229-1560
たく美,大阪府堺市堺区 一条通17-13 高陽ビル1F,072-267-4431
Bar Gashicoun,大阪府堺市堺区 北瓦町2-2-2 タナカアイビル2F,072-225-0707
もんじゃ焼き徳房,大阪府堺市堺区 翁橋町1-2-5 KEI．BUILDING 1F,072-221-3077
らぁ麺 みつひら,大阪府堺市堺区 向陵東町2-2-1 光ハイツ1F,072-250-4505
Bar Slain theva,大阪府堺市堺区 北瓦町2-3-5 田中ビル1F,072-227-0271
中国料理 丹甫,大阪府堺市堺区 大町東2-1-27 ハークスビル1F,072-223-1181
博多名物 鉄なべ 堺東店,大阪府堺市堺区 北瓦町2-3-5 RIOビル1F,072-238-1159
おでん＆創菜Dining こから,大阪府堺市堺区 中瓦町1-4-13 LSビル1F,072-282-7776
ドトールコーヒーショップ 三国ヶ丘駅店,大阪府堺市堺区 向陵中町2-7-1 N．KLASS 2F,072-250-1015
西田鮨,大阪府堺市堺区 大仙西町2-70-1 メゾン大仙1F,072-243-7721
ラーメン 横綱 堺プラットプラット店,大阪府堺市堺区 戎島町3-22-1 プラットプラット1F,072-242-7576
時計台マック旭ヶ丘店,大阪府堺市堺区 旭ヶ丘中町1丁6-27 レジデンス旭ケ丘,072-245-3710
クローバー,大阪府堺市堺区 三国ケ丘御幸通59 堺タカシマヤ,072-238-2111
伊万里,大阪府堺市堺区 向陵中町4-3-16 コーポ愛1F,072-257-0141
お酒の美術館,大阪府堺市堺区 北瓦町2-1-33 それいゆビル 1F,072-221-9138
森のカフェ,大阪府堺市堺区 大浜北町5丁7-1 大浜公園内,072-275-6599
焼肉FREEK 朔や,大阪府堺市堺区南花田口町1-1-9 シティコート堺東2F,072-269-4439
海の穂まれ 堺鉄砲町店,大阪府堺市堺区鉄砲町1 イオンモール堺鉄砲町1F,080-7301-8445
ミートファクトリー しまちゃん 喫煙可能 宴会個室有,大阪府堺市堺区戎之町東2-1-7 菅原ビル1F,072-222-1029
鮨と地酒 吾作どん 堺東,大阪府堺市堺区中瓦町2-1-15 エスト瓦町ビル1F,072-221-5399
和旬洋彩 B．B橋,大阪府堺市堺区栄橋町1-5-6 KSハイム2 1F,072-228-8186
ポムの樹Jr． イオンモール堺鉄砲町店,大阪府堺市堺区鉄砲町1 イオンモール堺鉄砲町3F,072-247-7445
居酒屋 石鍋ひじり,大阪府堺市堺区戎之町東2-1-27 菅原ビル1F,072-275-7577
松のや 杉田店,大阪府堺市堺区中瓦町2-3-12 きくやビル1F,072-225-0188
酢し 肴 かう吉,大阪府堺市堺区 大町東3-1-15 ジークレフ愛1FA,072-222-9830
七福堂 堺店,大阪府堺市堺区 田出井町1-1-400 ベルマージュ堺内4F,072-222-1508
iROAS,大阪府堺市堺区 市之町東5-2-12 泉マンション1F,072-229-1969
薩摩うどん,大阪府堺市堺区 神南辺町2-76-1 メゾンドール堺1F,072-275-5787
オールデイダイニング＆ラウンジ ザ・ループ,大阪府堺市堺区 戎島町4-45-1 ホテル・アゴーラ リージェンシー堺1F,072-224-1121
立呑み処 虎屋,大阪府堺市堺区 中瓦町2-3-5 堺東商店街市場内,072-238-0553
寿司 魁,大阪府堺市堺区 南三国ケ丘町1-2-30 メゾン三国B1,072-229-8802
中国料理 龍鳳,大阪府堺市堺区 戎島町4-45-1 ホテル・アゴーラ リージェンシー堺2F,072-224-1121
Rosso Guitara,大阪府堺市堺区 甲斐町西1-1-28 サンハイム宿院1F,072-282-7866
森のキッチン〜堺市役所地下食堂〜,大阪府堺市堺区 南瓦町3-1 堺市役所本館B1,072-228-3939
膳や musi-vege＋ 堺プラットプラット店,大阪府堺市堺区 戎島町3-22-1 堺プラットプラット1F,072-222-1539
宿院食堂バル 47・47,大阪府堺市堺区 宿院町東4-1-2 ヨークフェニックスB1,072-225-5550
BOSTON 堺店,大阪府堺市堺区 戎島町3-22-1 南海プラットプラット1F,072-225-0505
焼き鳥鶏信玄,大阪府堺市堺区 北瓦町2-1-17 二葉ビル2F,072-242-3075
カフェレーヴメゾン珈夢亭高島屋堺店,大阪府堺市堺区 三国ヶ丘御幸通59 高島屋堺店2F,072-224-0012
手打蕎麦hiro,大阪府堺市堺区 宿屋町西1-1-22 三徳ビル1F,072-275-5520
ネパール・インド料理 DEVI 堺東店,大阪府堺市堺区 中瓦町2-3-2 瓦町上野ビル2F,072-232-5022
ビビノビア〜クラフトビアキッチン＆ストア〜,大阪府堺市堺区 北瓦町2-1-24 ぼてじゅうビルB1,072-232-3615
鳥処 しん,大阪府堺市堺区 戎之町東2-1-7 菅原ビル1F,072-232-5544
おとと倶楽部,大阪府堺市堺区 戎之町東2-1-7 菅原ビル1F,072-223-1055
グランの食堂 耳原総合病院店,大阪府堺市堺区 協和町4-465 耳原総合病院1F,072-241-0655
膳のすたいる 本店,大阪府堺市堺区 向陵中町4-4-3 三国ビル1F,072-255-7099
完全個室居酒屋 囲（KAKOMI）,大阪府堺市堺区 北瓦町2-1-28 ヤングタウン103 2F,072-238-5138
宴会和食居酒屋 藤よし 堺駅前店,大阪府堺市堺区戎島町4-45-1 ホテルアゴーラリージェンシー堺リージェンシープラザB1,072-224-0041
Baroff,大阪府堺市堺区堺区翁橋町1-5-20 ファーストビル2号館,080-1488-5413
磯丸水産 堺東駅前店,大阪府堺市堺区北瓦町2-1-28 ヤングタウン103ビル1F,072-222-8218
海鮮×焼鳥 個室居酒屋  団体 喫煙可能 翔魚 堺東店,大阪府堺市堺区北瓦町2-1-28 ヤングタウン103ビル2F,072-238-5141
ほてい鮨 堺東店,大阪府堺市堺区 三国ケ丘御幸通59 堺高島屋B1,072-238-2114
創作和食 馳走家きむら,大阪府堺市堺区 三国ケ丘御幸通6 乾ビル1F,072-233-1519
けん蔵,大阪府堺市堺区 材木町東3-1-2 第2コーポ久由,072-221-7075
明治色亭（めじろ亭）,大阪府堺市堺区 栄橋町1丁10-1-14 ショップ南海堺内,072-228-2810
ミニしゃぶ和,大阪府堺市堺区 栄橋町2丁5-1 平和ガーデンハイツ1F,072-228-7717
鉄板焼ステーキ大國,大阪府堺市堺区 柏木町2-2-27 第一ワールドハイツ1F,072-245-8929
PICCOLO CAPRICCIO,大阪府堺市堺区 北瓦町2-3-8 北條第2ビル1F,072-238-3000
つけ麺 鉄餃子 多聞,大阪府堺市堺区 戎島町2-30 ターミナルマンション朝日プラザ堺1F,072-233-0707
コメダ珈琲店 堺東店,大阪府堺市堺区 三国ケ丘御幸通1-2 ケンスイビル1F,072-275-7551
洋麺屋五右衛門 堺高島屋店,大阪府堺市堺区 三国ケ丘御幸通59 堺タカシマヤB1,072-225-0318
ミルクホールホシノ 堺高島屋店,大阪府堺市堺区 三国ケ丘御幸通59 堺タカシマヤB1,072-225-1286
喫茶 カフェプラス,大阪府堺市堺区 三国ケ丘御幸通59 堺タカシマヤ4F,072-238-1101
HAM,大阪府堺市堺区 戎之町東1-1-28 グランド戎 別館 1F,072-221-0086
えびのや イオンモール堺鉄砲町店,大阪府堺市堺区 鉄砲町1 イオンモール堺鉄砲町1F,072-229-4777
ピアサピド イオンモール堺鉄砲町店,大阪府堺市堺区 鉄砲町1 イオンモール堺鉄砲町1F,072-275-5479
廻転寿司 にぎりの徳兵衛,大阪府堺市堺区 鉄砲町1 イオンモール堺鉄砲町1F,072-227-6092
テキサスキングステーキ,大阪府堺市堺区 鉄砲町1 イオンモール堺鉄砲町3F,072-275-6684
京華,大阪府堺市堺区 櫛屋町東3-1-1 サンサン堺ビル1F,072-246-9268
野の花,大阪府堺市堺区 三国ケ丘御幸通59 堺タカシマヤB1,072-238-2129
NEXT COFFEE NEXT51 三国ヶ丘店,大阪府堺市堺区 向陵中町4-4-4 NEXT51三国ヶ丘店1F,072-246-5535
居酒屋 千べろ家 ザビエル 堺東,大阪府堺市堺区 三国ヶ丘御幸通39 南海堺東駅南ビル1F,072-229-5211
どうとんぼり神座 イオンモール堺鉄砲町店,大阪府堺市堺区鉄砲町1 イオンモール堺鉄砲町3Fフードコート,072-275-8099
インド料理レストラン DEVI 堺駅前店,大阪府堺市堺区 栄橋町1-9-4 高木瓦ビル1F〜2F,072-238-0526
やきとりの名門 秋吉 堺東店,大阪府堺市堺区 三国ケ丘御幸通2-4 浅田ビル1F,072-229-1626
実演手打うどん 杵屋 堺東高島屋アップル店,大阪府堺市堺区 三国ケ丘御幸通59 堺高島屋アップルB1,072-221-7876
旬の台所 膳や musi-vege＋ 堺高島屋店,大阪府堺市堺区 三国ケ丘御幸通59 高島屋堺店内B1,072-223-5228
喫茶 MIKI,大阪府堺市堺区 旭ヶ丘北町1-2-11 第3和伸ビル1F,072-350-4646
ちゃんぽん亭総本家 イオンモール堺鉄砲町店,大阪府堺市堺区 鉄砲町1 イオンモール堺鉄砲町店3F,072-225-4064
南海グリル 天兆閣別館,大阪府堺市堺区車之町西2-1-30 南海グリル本店ビル2〜4F,072-222-0127
玄品 堺天神,大阪府堺市堺区熊野町東1-2-25 第2肥塚ビル1F,0722-28-5045
みくすた♪ アニソン＆ボカロカラオケバー,大阪府堺市堺区翁橋町1-5-6 グランド翁橋5号館2F,072-256-4201
あじ助,大阪府堺市堺区 昭和通3-46-7 スーパー銭湯ユーバス堺浜寺店内,072-245-2096
オーガニックカフェ,大阪府堺市堺区 築港八幡町1-1 堺浜えんため館1F,072-228-3922
とんかつ幸運豚「ラッキートン」,大阪府堺市堺区 築港八幡町1-1 堺浜えんため館 1F,072-232-8889
居楽屋白木屋 南海堺駅前店,大阪府堺市堺区熊野町西3丁2-6 大和第2ビル1F,072-229-4788
スターバックスコーヒーイオンモール堺鉄砲町店,大阪府堺市堺区鉄砲町１,072-225-4516
まいどおおきに食堂さち福やＣＡＦＥイオンモール堺鉄砲町店,大阪府堺市堺区鉄砲町１,072-242-6733
マクドナルド堺東駅前店,大阪府堺市堺区三国ケ丘御幸通１５４,072-247-8236
マクドナルドイオンモール堺鉄砲町店,大阪府堺市堺区鉄砲町１,072-275-7273
ロッテリア南海堺東店,大阪府堺市堺区三国ケ丘御幸通６１,072-275-6810
サーティワンアイスクリームイオンモール堺鉄砲町店,大阪府堺市堺区鉄砲町１番地,050-1721-0087
くら寿司石津店,大阪府堺市堺区石津北町９４-２,072-245-6105
スターバックスコーヒー堺東中央線店,大阪府堺市堺区北向陽町２-２-３,072-225-4502
ミスタードーナツ堺東駅前ショップ,大阪府堺市堺区三国ヶ丘御幸通１５４,072-222-0510
デニーズ錦綾町店,大阪府堺市堺区錦綾町２-４-５,080-3258-1546
ジョリーパスタ三宝町店,大阪府堺市堺区三宝町４-２６３-１,072-222-9661
ジョリーパスタ大仙店,大阪府堺市堺区大仙西町６-１５８-１,072-244-5955
ケンタッキーフライドチキンイオンモール堺鉄砲町店,大阪府堺市堺区鉄砲町１　３階,070-3307-8254
ケンタッキーフライドチキンＮ．ＫＬＡＳＳ三国ヶ丘店,大阪府堺市堺区向陵中町２-７-１,070-3311-1570
ドトールコーヒーショップ堺東店,大阪府堺市堺区中瓦町２-３-１３,072-232-8981
ドトールコーヒーショップ清恵会病院店,大阪府堺市堺区南安井町１-１-１,072-221-7343
吉野家ザビエル公園店,大阪府堺市堺区戎之町東１-１,072-225-1143
松屋堺東銀座街店,大阪府堺市堺区中瓦町２-２-９,080-5928-1047
ケンタッキーフライドチキンプラットプラット堺駅前店,大阪府堺市堺区戎島町３丁２２-１,072-224-8244
ミスタードーナツ堺三国ヶ丘ショップ,大阪府堺市堺区向陵西町３丁１-２１,072-238-4820
吉野家臨海緑町店,大阪府堺市堺区緑町１丁１４-１,072-226-2214
マクドナルド堺一条店,大阪府堺市堺区一条通１４-１５-２Ｆ,072-222-1707
マクドナルド大仙店,大阪府堺市堺区大仙西町６丁１８４-３,072-280-0747
マクドナルド南海堺駅店,大阪府堺市堺区戎島町３丁２２-１,072-225-2021
はなまるうどんイオンモール堺鉄砲町店,大阪府堺市堺区鉄砲町１-１　３Ｆ,072-228-0870
ガスト堺緑ヶ丘中町店,大阪府堺市堺区緑ヶ丘中町１丁１-３３,0570-01-1540
スターバックスコーヒー堺フェニックス通り利晶の杜店,大阪府堺市堺区宿院町西２丁１-４１,072-282-7680
中華そば専門店天下一品堺東店,大阪府堺市堺区北瓦町２-１-１６ヤマトビル１Ｆ,072-227-2680
カレーハウスＣｏＣｏ壱番屋堺区南清水町店,大阪府堺市堺区南清水町二丁４番４号,072-222-0101
吉野家堺東駅前店,大阪府堺市堺区中瓦町２丁３-２６　ＡＢホテル内,072-275-4129
グルメラボ株式会社,大阪府堺市堺区北瓦町２丁２−２４,072-242-6780
サブウェイイオンモール堺鉄砲町店,大阪府堺市堺区鉄砲町１イオンモール堺鉄砲町１Ｆ,072-275-6077
なか卯三国ヶ丘駅前店,大阪府堺市堺区向陵中町４丁７-３０三国ヶ丘ＮＤビル１Ｆ,0120-29-5770
ココス堺臨海店,大阪府堺市堺区築港八幡町１-１堺浜シーサイドステージえんため館内,072-226-4857
鮪市場 イオンモール堺鉄砲町店,大阪府堺市堺区鉄砲町１,072-275-6306
ワンカルＧＲＩＬＬ イオンモール堺鉄砲町店,大阪府堺市堺区鉄砲町１,072-227-1129
ゴンチャ（Ｇｏｎｇｃｈａ） イオンモール堺鉄砲町店,大阪府堺市堺区鉄砲町１,072-242-6344
ＵＫカフェ 堺店,大阪府堺市堺区大浜西町２３,072-224-1839
ファクトリーシンイオン堺 鉄砲町店,大阪府堺市堺区鉄砲町１,072-221-0149
しのぶ庵 イオンモール堺鉄砲町店,大阪府堺市堺区鉄砲町１,072-275-5562
堺カリー,大阪府堺市堺区三条通７−２３,072-229-9989
焼肉屋つねちゃん,大阪府堺市堺区御陵通４−７,072-232-8611
カフェ・ドゥ,大阪府堺市堺区田出井町１−１,072-232-7677
太悟活,大阪府堺市堺区鉄砲町２８−２,072-224-5958
フォルテ倶楽部珈琲,大阪府堺市堺区二条通１−１６,072-248-4142
黒船 堺御陵通店,大阪府堺市堺区二条通１−２,06-4400-2795
春日,大阪府堺市堺区一条通２−１７,072-222-2970
チコとポチ,大阪府堺市堺区新町４−１,072-224-3232
テムジン,大阪府堺市堺区新町４−１,072-227-8508
鰻や竹うち,大阪府堺市堺区五月町６−１１,072-221-3332
山鹿,大阪府堺市堺区南瓦町１−２６,072-238-6389
スナック乾杯,大阪府堺市堺区新町４−１,072-223-8561
ゴーゴーカレー 堺東スタジアム店,大阪府堺市堺区新町５−１７,072-221-7550
うり坊,大阪府堺市堺区一条通２０−９,072-228-2103
たろやん酒場,大阪府堺市堺区一条通１７−２８,072-224-8500
山棒,大阪府堺市堺区一条通２０−９,072-222-5140
味富,大阪府堺市堺区田出井町５−６０,072-229-6275
堺御陵通食堂,大阪府堺市堺区御陵通４−１５,072-225-5355
ウイングチップ,大阪府堺市堺区大仙中町８−２,072-245-7735
ラ・ドルチェ・ヴィータ,大阪府堺市堺区大仙中町８−１,072-339-4008
有限会社鮒鶴,大阪府堺市堺区神保通３−９,072-227-6980
魚忠,大阪府堺市堺区一条通９−２１,072-232-4257
とんかつ処・かつ元,大阪府堺市堺区築港八幡町１−１,072-232-8889
ＨＡＰＰＹＰＯＣＫＥＴＳ,大阪府堺市堺区協和町１丁５０,072-243-0298
キッチンゆう彩,大阪府堺市堺区昭和通４丁６３,072-242-6740
粉福,大阪府堺市堺区協和町５丁４８１,072-243-7243
みなカフェ,大阪府堺市堺区東湊町５丁２７６,072-243-3964
ＲＡＭＥＮＬＡＢＯウサギＰＬＵＳ,大阪府堺市堺区三国ヶ丘御幸通１５４,072-269-4879
正起屋高島屋 堺店,大阪府堺市堺区三国ヶ丘御幸通５９,072-238-5231
うどんの祥かな泉 堺東店,大阪府堺市堺区三国ヶ丘御幸通６１,072-268-2828
とんかつＫＹＫ堺高島屋店,大阪府堺市堺区三国ヶ丘御幸通５９,072-238-7356
古潭堺高島屋店,大阪府堺市堺区三国ヶ丘御幸通５９,072-238-2119
ピザ・パテオ堺東店,大阪府堺市堺区三国ヶ丘御幸通５９,072-238-2127
きんのぶた鳳北店,大阪府堺市堺区神石市之町９−３６,072-266-8298
ＩＺＡＫＡＹＡ愉,大阪府堺市堺区三国ヶ丘御幸通５９,072-238-2130
米八,大阪府堺市堺区三国ヶ丘御幸通５９,072-228-7803
心志道,大阪府堺市堺区三宝町４丁２５３,072-225-0086
サガミ 堺山本店,大阪府堺市堺区山本町３丁７７,072-233-3595
株式会社古市庵 プラス堺高島屋店,大阪府堺市堺区三国ヶ丘御幸通５９,072-228-7116
なな菜堺東店,大阪府堺市堺区三国ヶ丘御幸通３９,072-275-7831
ル・シエル,大阪府堺市堺区栄橋町１丁５−２,072-238-2839
嶋川・和彩弥,大阪府堺市堺区北瓦町２丁１−３２,072-232-3504
ダイニング・ドルト,大阪府堺市堺区北瓦町１丁４−２２,072-238-2929
寳舟,大阪府堺市堺区北瓦町２丁１−３３,072-221-1516
薫風,大阪府堺市堺区中瓦町１丁３−６,072-224-2147
みいん,大阪府堺市堺区中瓦町２丁２−１,072-238-5188
焼鳥 聖,大阪府堺市堺区北花田口町３丁１−２３,072-229-2337
根っこ,大阪府堺市堺区竜神橋町１丁４−１２,072-267-4493
ＯＧＡＭＯＣＣＡ,大阪府堺市堺区翁橋町１丁５−３,072-247-9898
虎屋,大阪府堺市堺区中瓦町２丁３−５,072-238-0553
いち輪,大阪府堺市堺区中向陽町２丁１−１１,072-227-7575
ランピ,大阪府堺市堺区中瓦町２丁１−１０,072-223-7877
じゃんぼ総本店 三国ヶ丘駅前店,大阪府堺市堺区向陵中町２丁５−９,072-257-8866
ｊｏｕｒｎｅｙ,大阪府堺市堺区中瓦町１丁４−１３,072-224-5788
Ｋｉｎｇｄｏｍ,大阪府堺市堺区翁橋町１丁９−６,072-222-1023
和鶏屋,大阪府堺市堺区北瓦町２丁２−９,072-340-2416
東明飯店,大阪府堺市堺区南庄町２丁１−１７,072-229-0112
かさねや 堺東店,大阪府堺市堺区北花田口町１丁１−１,072-238-8722
むさし屋,大阪府堺市堺区大浜中町３丁３−３,072-222-5544
灯,大阪府堺市堺区向陵東町３丁２−１０,072-257-4974
割烹和食居酒屋よっぱらい,大阪府堺市堺区中瓦町２丁１−６,072-245-9920
三好屋,大阪府堺市堺区中瓦町２丁３−１８,072-232-3633
肉ばる ２９８６,大阪府堺市堺区北瓦町２丁２−２４,072-229-2986
呑み処だんだん,大阪府堺市堺区東湊町５丁３１５−１０３,072-241-4633
鉄板焼こから,大阪府堺市堺区北瓦町１丁５−１３,072-225-5152
珈琲屋らんぷ 堺店,大阪府堺市堺区高須町１丁１−５０,072-232-0911
ＢａｒＳａｌｌｙ,大阪府堺市堺区翁橋町１丁５−２２,072-227-1180
大起水産 街のみなと・三国ヶ丘店,大阪府堺市堺区向陵中町２丁７−１,072-242-6351
酒肴ゆうご,大阪府堺市堺区向陵東町３丁３−７,072-240-1558
立ち呑み処・栄屋,大阪府堺市堺区中瓦町２丁３−５,072-275-7975
ＷＩＮＥ＆ＯＤＥＮひそか,大阪府堺市堺区北瓦町１丁５−２３,072-275-7675
桜珈琲 三国ヶ丘店,大阪府堺市堺区向陵中町４丁２−６,072-246-9320
カラオケオアシス,大阪府堺市堺区翁橋町１丁３−３,072-275-6711
つみき,大阪府堺市堺区榎元町６丁６−５,072-228-3410
ＨＩＭＡＬＡＹＡＭＵＲＡ,大阪府堺市堺区東雲西町１丁７−１,072-238-8810
伴昇,大阪府堺市堺区向陵中町６丁３−１,072-255-1549
串焼きと炉端のお店なべ家,大阪府堺市堺区栄橋町１丁６−５,072-238-5028
てこや 湊駅前店,大阪府堺市堺区出島町２丁３−１３,072-275-9494
個室居酒屋囲,大阪府堺市堺区北瓦町２丁１−２８,072-238-5138
和堺東店,大阪府堺市堺区北瓦町２丁１−２８,072-246-9742
韓国屋台料理とらじ,大阪府堺市堺区中瓦町１丁３−２３,072-224-2010
株式会社ヴィ・ド・フランス 堺店,大阪府堺市堺区戎島町３丁２２−１,072-238-8338
ピザハット 浅香山店,大阪府堺市堺区浅香山町３丁１２−１０,072-232-8100
堺東発酵所鍛治二丁,大阪府堺市堺区中瓦町２丁３−２９,072-229-5501
オルダー（ＯＲＤＥＲ）,大阪府堺市堺区向陵中町４丁４−３,072-275-8265
肥後の屋,大阪府堺市堺区中瓦町２丁３−２２,072-275-5875
焼鍋焼肉かつら,大阪府堺市堺区栄橋町１丁７−５,072-247-9757
餃子酒場目茶食茶,大阪府堺市堺区栄橋町１丁９−５,072-248-7873
立呑みりえ。,大阪府堺市堺区中瓦町２丁３−５,072-260-4994
やっちゃる,大阪府堺市堺区栄橋町１丁９−５,072-222-6557
よこはま,大阪府堺市堺区翁橋町１丁５−３,072-238-5313
魚太郎 三国ヶ丘店,大阪府堺市堺区向陵西町４丁１−２１,072-228-3988
中華料理とり秀,大阪府堺市堺区中向陽町２丁１−１３,072-221-5045
こに笑,大阪府堺市堺区神南辺町２丁７６−１,072-275-9985
茶谷商店,大阪府堺市堺区浅香山町３丁６−２５,072-232-9164
博多餃子つるし焼チャーシューなか路 堺東店,大阪府堺市堺区中瓦町２丁３−２０,072-275-6503
吉田商店,大阪府堺市堺区柏木町１丁１−１７,072-248-8662
味の店一番 堺東店,大阪府堺市堺区北瓦町２丁１−２６,072-247-7129
からあげ専門店こうき,大阪府堺市堺区西湊町６丁３−７,072-280-1114
一番亭,大阪府堺市堺区海山町４丁１６４−６８,072-222-0073
スナックキャッスル,大阪府堺市堺区大浜中町３丁３−３,072-222-8088
ショパン,大阪府堺市堺区翁橋町１丁５−３,072-222-8498
株式会社日総フーズサービス,大阪府堺市堺区向陵中町１丁１−８,072-255-2881
洋,大阪府堺市堺区翁橋町１丁１０−１７,072-223-6326
ビストロ・ベズ,大阪府堺市堺区北瓦町２丁３−５,072-226-2722
義経堺店,大阪府堺市堺区栄橋町１丁１０−１,072-221-3633
アップ・ロアー（ＵＰ・ＲＯＡＲ）,大阪府堺市堺区北瓦町２丁３−２１,072-228-4191
蛸壺,大阪府堺市堺区北瓦町２丁１−１２,072-232-1260
かみなり,大阪府堺市堺区三宝町３丁２０３−９,072-228-1226
かみなり,大阪府堺市堺区三宝町３丁２０３−９,072-228-2830
嘉一,大阪府堺市堺区栄橋町２丁２−２１,072-223-0118
串かつ八惠勝,大阪府堺市堺区向陵東町３丁３−２３,072-258-2986
